Budget,Platform,AudienceSize,Duration,EstimatedRevenue,Success
766,Google,69795,14,2651.25,1
4288,TikTok,13300,23,5432.3,0
771,LinkedIn,34370,41,2012.33,1
2069,LinkedIn,70831,7,4341.19,1
4256,Instagram,28209,40,10640.06,1
3222,LinkedIn,21927,8,7729.94,1
4799,TikTok,35579,15,6343.0,0
4877,TikTok,10032,45,12020.53,1
4000,LinkedIn,94254,37,9192.53,1
623,Facebook,79413,32,3897.67,1
2493,Google,41731,36,3539.48,0
3217,TikTok,93202,20,6309.08,1
2693,LinkedIn,54767,13,7693.63,1
2068,LinkedIn,73302,15,5790.69,1
1853,TikTok,50954,10,5301.48,1
2396,Instagram,89365,31,5581.55,1
2361,Google,86757,16,4389.48,1
2386,TikTok,26102,26,5055.43,1
4302,LinkedIn,35433,44,4992.63,0
2978,Instagram,16932,41,6005.14,1
4243,TikTok,26714,25,7364.3,1
3744,Google,58803,37,5143.72,0
4532,Instagram,40743,21,6566.34,0
2155,LinkedIn,3552,33,5162.12,1
4820,Facebook,57627,44,10510.68,1
1376,Google,46987,14,5525.09,1
2866,Instagram,80810,22,7676.54,1
402,TikTok,46380,17,2064.88,1
738,TikTok,30250,31,1863.05,1
155,Instagram,69344,14,1670.29,1
4921,TikTok,65686,36,8493.82,1
625,Instagram,46028,45,2381.42,1
4669,Google,16295,7,10909.59,1
4223,TikTok,56248,26,10185.19,1
2225,Google,81205,31,8370.32,1
3387,LinkedIn,11523,7,4598.86,0
464,LinkedIn,46530,37,1656.87,1
4721,LinkedIn,14769,6,5928.29,0
1746,LinkedIn,64042,15,3869.72,1
1018,TikTok,45645,14,4037.84,1
2897,Instagram,91743,43,7158.38,1
1631,TikTok,63142,37,6423.0,1
3445,TikTok,26557,11,5340.89,1
2006,Google,80782,19,6612.89,1
3186,Instagram,79382,30,8876.82,1
4680,Facebook,38085,15,8480.32,1
2175,Facebook,51708,42,3816.68,1
813,Instagram,52357,31,2496.54,1
1162,Facebook,14470,43,2922.46,1
2076,Instagram,79712,11,6559.61,1
1396,Google,80082,5,6322.72,1
225,Google,7805,14,698.35,1
4732,TikTok,83324,25,10691.29,1
3696,Facebook,95884,19,13972.72,1
3383,Instagram,63028,34,6113.54,1
1703,Google,51772,34,5523.08,1
166,TikTok,53104,12,2693.65,1
332,Facebook,74616,28,2856.85,1
2256,Facebook,90300,23,6244.87,1
1269,Facebook,7630,7,2023.67,1
2258,Google,99869,19,4417.58,1
4306,Google,16701,40,9598.32,1
1593,Facebook,15859,10,3051.82,1
4818,Google,22183,22,8253.34,1
4107,Facebook,41438,42,5153.16,0
2572,LinkedIn,98285,23,6676.65,1
2760,Google,98423,34,5394.89,1
2839,Instagram,43244,17,7123.43,1
1861,Google,75312,43,3922.59,1
3614,Facebook,16021,16,7105.66,1
2075,Instagram,70863,38,4619.78,1
2462,TikTok,56565,16,3518.35,0
976,Instagram,49043,28,2694.07,1
3912,Instagram,74150,8,8594.59,1
3548,Google,65361,40,7106.01,1
1412,Instagram,2245,18,3517.09,1
1560,Instagram,42011,21,2688.1,1
2809,Facebook,11355,7,4347.16,1
2424,Google,99841,42,5674.47,1
1833,Facebook,49692,27,4295.05,1
1705,Google,50004,17,5650.75,1
2663,TikTok,30714,13,7338.95,1
3521,Instagram,18198,25,3716.23,0
3617,Google,67951,45,9378.71,1
2497,Instagram,2652,12,4988.66,1
3835,Instagram,44625,21,11307.05,1
2970,LinkedIn,86982,20,8246.78,1
1260,Facebook,19740,20,2240.96,1
4954,Google,4810,32,8576.85,1
342,TikTok,17569,20,1397.81,1
2690,LinkedIn,80120,18,7379.19,1
1163,Facebook,27783,42,3199.62,1
4424,TikTok,79047,24,6400.18,0
2695,TikTok,10471,45,6556.87,1
1019,Instagram,7163,38,2486.79,1
105,Facebook,64087,33,2715.01,1
567,LinkedIn,63071,7,3967.55,1
4270,Google,17065,14,9653.6,1
103,Google,84456,24,3023.11,1
745,LinkedIn,49348,6,3005.18,1
217,Instagram,20154,31,639.03,1
3028,Instagram,21229,36,3680.04,0
2651,TikTok,53587,14,6498.86,1
4389,Facebook,50713,44,11118.35,1
946,TikTok,27997,21,2804.44,1
2862,Google,22101,37,6252.43,1
1241,LinkedIn,41391,10,3526.94,1
1910,Facebook,76863,43,4113.74,1
823,LinkedIn,73723,22,3937.19,1
324,Facebook,96221,13,1821.75,1
4727,Google,60405,12,5298.48,0
4308,Google,35948,29,8123.02,1
4754,Facebook,54031,35,6517.82,0
2148,Instagram,38921,8,6854.5,1
4849,Facebook,73571,24,11253.91,1
4515,Google,78007,32,10296.45,1
1673,LinkedIn,29460,44,3100.18,1
1928,TikTok,22071,5,3336.63,1
2017,LinkedIn,67118,44,6461.92,1
4334,Google,49282,27,10645.66,1
2126,LinkedIn,92725,17,3156.32,0
3844,Instagram,59445,20,6107.84,1
1001,Instagram,82067,30,6302.57,1
4885,Facebook,83208,35,7396.89,1
2139,LinkedIn,55816,5,3522.26,1
109,LinkedIn,86779,21,2169.67,1
360,Google,4060,20,908.15,1
1773,Facebook,14731,41,3943.44,1
2319,Facebook,78830,14,6208.76,1
2160,LinkedIn,21719,42,3369.42,1
3813,TikTok,48042,35,7280.68,1
1719,LinkedIn,50116,14,3771.24,1
420,LinkedIn,27325,38,908.72,1
1442,LinkedIn,23597,10,2439.04,1
2476,Instagram,68439,32,4041.2,1
2932,Facebook,15551,32,6795.83,1
2924,Instagram,94287,17,7323.53,1
2094,TikTok,25278,45,5231.42,1
3058,Google,92189,16,8233.27,1
2138,TikTok,16141,44,6038.39,1
3590,Facebook,68913,6,10083.75,1
3777,Google,34615,12,6050.85,1
1218,TikTok,63751,13,3749.11,1
1704,Facebook,28452,12,3947.22,1
4127,TikTok,23725,7,9524.02,1
335,Google,51391,13,2757.61,1
2069,Google,76060,17,6531.44,1
4529,TikTok,12698,13,7461.31,1
2008,Instagram,87711,35,6770.76,1
475,TikTok,78850,29,1636.31,1
3630,TikTok,3365,12,8217.27,1
2735,TikTok,98553,35,10157.28,1
1670,Instagram,98662,35,3330.37,1
2660,LinkedIn,44372,21,5376.27,1
3491,Google,45134,23,7254.7,1
3065,Facebook,38823,7,5922.04,1
3743,Google,72158,34,10320.22,1
3950,Google,97076,14,10709.03,1
972,LinkedIn,2949,33,1426.01,0
1352,Google,50396,44,4539.07,1
1414,Google,32912,22,2625.09,1
4920,Instagram,57947,16,9515.86,1
2998,Instagram,98697,27,4802.17,1
177,Instagram,45387,15,2210.28,1
2721,Instagram,64965,13,8024.96,1
4327,Instagram,17508,28,8894.23,1
700,Facebook,46592,29,2986.21,1
1165,LinkedIn,2919,29,2576.11,1
2236,TikTok,43595,13,6697.8,1
2549,Instagram,10617,16,6180.66,1
2443,LinkedIn,76268,15,6898.38,1
1963,TikTok,34298,42,3835.51,1
1418,Google,7929,32,2128.84,1
4811,Google,15456,12,9392.59,1
3697,LinkedIn,87676,14,11421.31,1
3862,Facebook,84721,29,9058.09,1
4770,Facebook,38924,40,9562.1,1
2290,LinkedIn,25240,13,4728.85,1
1092,Facebook,88381,45,4053.49,1
2812,Facebook,10228,12,7327.57,1
2292,Google,22686,7,6123.53,1
1348,Facebook,12920,22,3447.52,1
3154,Facebook,8432,39,5491.22,1
4698,LinkedIn,64575,21,8225.98,1
4133,Facebook,72725,40,7031.75,1
2097,Instagram,94575,32,6271.89,1
3787,Instagram,34910,19,4937.58,0
2251,LinkedIn,31226,23,6405.78,1
4118,Instagram,74150,26,7211.82,1
3210,Google,60099,10,6038.9,1
2070,LinkedIn,87760,11,4392.71,1
297,Facebook,19013,13,873.15,1
2726,Instagram,22446,24,7461.83,1
1302,Google,71375,41,3027.97,1
2135,LinkedIn,63509,15,6525.19,1
577,LinkedIn,96739,6,2696.44,1
1354,Facebook,1557,26,3355.25,1
1022,TikTok,31666,40,2383.77,1
519,Instagram,38389,9,1379.53,1
2304,Google,48700,11,3903.06,1
2697,LinkedIn,25578,10,6121.51,1
1220,Instagram,75779,26,3437.35,1
3168,Google,10596,14,2871.26,0
1050,Google,58500,44,2554.28,1
2436,LinkedIn,73534,24,9058.17,1
2343,Instagram,11129,32,3920.63,1
2745,Google,64394,27,8004.5,1
1957,LinkedIn,67046,39,4702.64,1
4712,Instagram,12596,5,7338.07,1
1965,Instagram,66355,33,4559.04,1
3012,LinkedIn,13974,13,7704.79,1
2953,Instagram,67673,13,8375.79,1
3328,TikTok,94433,26,5022.05,1
3819,Google,71202,6,9241.94,1
3328,Google,75442,20,5638.35,1
2471,Instagram,22818,44,6312.73,1
2991,LinkedIn,44246,10,4452.66,0
3856,Facebook,56598,17,5872.81,1
4325,Instagram,3654,37,4279.55,0
194,Facebook,34758,23,1100.71,1
2774,Instagram,25204,19,5067.86,1
2055,Facebook,35928,37,5467.32,1
893,Instagram,54609,14,4449.5,1
1934,LinkedIn,31552,5,4607.86,1
2216,Facebook,11336,16,3522.87,1
4206,TikTok,48037,33,9151.53,1
3425,LinkedIn,17206,21,8885.67,1
3019,Instagram,35831,8,5046.44,1
2697,Facebook,44563,33,4776.48,1
3305,Google,19361,11,6328.77,1
4907,LinkedIn,42335,17,7166.49,0
914,Facebook,75469,9,3319.01,1
445,LinkedIn,26816,10,1711.42,1
2449,Facebook,16619,38,6392.17,1
462,Google,93479,11,4605.38,1
2543,TikTok,27819,32,5941.75,1
2365,Google,12741,14,2890.33,0
2288,Instagram,9798,8,4341.99,1
3105,LinkedIn,26143,7,6877.04,1
3381,TikTok,50695,29,6394.71,1
1084,LinkedIn,33747,27,1975.1,1
1739,Facebook,22182,31,4515.93,1
927,Instagram,10415,18,2201.14,1
2830,Instagram,12085,42,5621.66,1
3631,LinkedIn,16008,36,4521.77,0
4551,Instagram,88638,27,7837.87,1
3035,LinkedIn,19452,44,4686.47,1
3976,Facebook,65075,41,5116.32,0
226,Facebook,9120,7,956.29,1
3277,LinkedIn,65385,39,7300.75,1
3156,Google,74356,17,7764.19,1
703,Google,19170,38,2208.41,1
3549,Facebook,17259,28,3841.56,0
4246,TikTok,23099,5,9301.13,1
3633,Google,10649,16,4012.24,0
3467,LinkedIn,96791,12,5817.33,1
3468,Facebook,60258,23,5200.91,0
3897,Instagram,42037,13,11137.84,1
1892,Instagram,12805,32,3541.06,1
2961,Google,44147,18,3415.1,0
3576,TikTok,75280,31,10147.29,1
3517,Google,47053,22,6247.99,1
1745,TikTok,98841,45,2850.08,1
1305,Google,92393,10,7022.26,1
3130,Instagram,77215,37,5843.93,1
2972,TikTok,96365,41,11491.09,1
3172,Instagram,11985,29,6307.4,1
1954,LinkedIn,94823,17,6058.18,1
4121,LinkedIn,13391,27,5172.52,0
4762,Facebook,5861,40,8962.52,1
2808,Instagram,64582,37,5706.87,1
3602,Instagram,52928,25,7445.22,1
1432,Facebook,35364,38,3800.22,1
301,LinkedIn,83399,40,2953.22,1
3607,LinkedIn,98035,21,11306.47,1
4312,TikTok,94330,14,14072.7,1
674,TikTok,43923,27,2890.0,1
636,LinkedIn,8919,6,893.3,0
1725,Google,56896,39,5773.25,1
2222,Instagram,86818,18,6267.21,1
485,TikTok,48396,45,1664.64,1
3381,Google,35840,6,7865.18,1
574,TikTok,43255,23,1870.27,1
517,Facebook,72160,20,4095.33,1
3700,Instagram,9176,29,7677.31,1
1054,TikTok,34529,5,3787.67,1
4958,LinkedIn,57406,6,5734.07,0
1305,Facebook,13941,31,2578.69,1
4859,Facebook,2669,6,7889.11,1
4220,LinkedIn,86782,34,7036.62,1
2090,Facebook,45859,14,3660.16,1
4905,Instagram,56786,23,6616.48,0
3672,TikTok,52083,20,10007.44,1
4480,Facebook,41076,17,8147.04,1
4258,Instagram,21323,12,10870.52,1
4857,LinkedIn,7021,35,6179.0,0
2813,TikTok,40807,29,7481.68,1
2303,LinkedIn,51355,43,6384.44,1
3220,TikTok,45732,25,4420.51,0
1066,Facebook,9711,42,1575.28,0
3532,Facebook,64079,45,8818.0,1
788,TikTok,8904,33,2059.06,1
4343,Instagram,65033,10,12026.34,1
3801,Instagram,87478,22,9948.07,1
441,Instagram,90787,39,2845.12,1
1824,Google,56096,31,2844.41,1
4522,Instagram,91594,9,5064.99,0
1892,Facebook,4093,11,2011.57,0
1859,Google,25918,14,4300.96,1
3312,Instagram,73743,14,9589.88,1
1089,Facebook,63636,32,2994.16,1
2362,Google,59806,40,7269.12,1
2582,Facebook,10394,14,3158.16,0
1051,TikTok,93510,39,5356.59,1
822,Facebook,94708,39,2703.93,1
3489,Google,98819,41,7205.53,1
2179,Instagram,14280,24,3090.24,0
2817,Google,37303,17,4703.74,1
2432,Instagram,28453,15,4827.72,1
3476,Instagram,61695,23,6987.82,1
4624,LinkedIn,69449,32,10868.83,1
1600,TikTok,26765,42,3121.78,1
385,LinkedIn,3340,8,1007.75,1
3595,Google,92715,41,12119.66,1
2165,LinkedIn,94409,23,9086.04,1
868,Instagram,39057,41,1940.29,1
3157,Google,1597,18,6242.16,1
4389,LinkedIn,58988,35,7582.77,1
2261,Facebook,95655,32,7018.3,1
3393,TikTok,16025,40,4242.18,0
1046,Facebook,8145,42,1357.59,0
3435,Google,56797,23,5636.17,1
4250,LinkedIn,42723,5,7451.75,1
4995,Instagram,74230,27,8926.91,1
4973,LinkedIn,5830,32,12549.24,1
1581,Google,24930,8,2319.89,0
2001,Google,24752,45,5304.22,1
3551,Google,77025,22,5794.9,1
4164,Google,99228,43,11841.67,1
154,LinkedIn,82304,29,2574.5,1
1923,Facebook,63040,22,4672.79,1
3562,Instagram,68696,10,8404.73,1
3179,Instagram,65648,23,7829.08,1
932,TikTok,56030,16,3519.62,1
4508,Google,57815,29,10213.5,1
2906,Google,86669,39,6724.49,1
2590,Google,36690,5,3790.88,0
427,Facebook,89406,9,1510.3,1
3410,Google,91032,5,4856.49,0
3400,TikTok,58923,12,10157.85,1
3775,TikTok,37572,43,9408.62,1
3154,Facebook,55030,22,5976.57,1
2243,Google,68904,13,5960.3,1
1411,LinkedIn,30203,9,2469.83,1
3291,LinkedIn,78088,8,6488.6,1
2638,Instagram,6608,33,5757.85,1
4083,Facebook,46667,5,8835.58,1
4647,LinkedIn,56547,34,11425.99,1
264,Instagram,23485,5,1190.01,1
4377,TikTok,10862,7,8281.35,1
922,Instagram,76948,26,2673.94,1
1043,Google,87890,12,5061.59,1
4525,Google,72880,22,9778.68,1
874,TikTok,58560,29,3569.61,1
2298,Facebook,84529,24,6883.92,1
3256,Google,95218,35,5076.7,1
4342,Google,29415,34,10987.4,1
3795,Instagram,65523,20,8099.62,1
3552,Instagram,20323,6,4076.05,0
1014,Instagram,54214,21,2854.1,1
1408,LinkedIn,18997,14,2874.35,1
4277,TikTok,58003,11,10034.28,1
613,Facebook,4679,13,1711.2,1
2020,Instagram,96025,21,5340.32,1
3694,Facebook,41308,13,9600.58,1
4941,Instagram,76024,13,13607.38,1
1509,Google,40842,41,4473.44,1
4902,Facebook,66408,28,8423.09,1
4666,LinkedIn,70532,43,5381.42,0
3290,Instagram,54938,15,7598.47,1
4591,TikTok,6695,12,4599.19,0
1655,Google,96740,29,6014.01,1
904,Instagram,59499,6,4822.24,1
1379,Facebook,24382,14,4221.64,1
3677,Instagram,15235,28,4505.71,0
3001,Google,63223,20,4545.64,1
1487,TikTok,3366,23,3276.72,1
4788,TikTok,28467,35,8642.7,1
2861,TikTok,60316,15,8692.41,1
2779,Google,7764,10,6077.2,1
2206,Instagram,91896,10,6157.78,1
4323,Google,62836,36,5430.79,0
4931,Google,32923,43,5837.07,0
2868,Instagram,96711,17,4884.85,1
4053,LinkedIn,17292,7,5163.91,0
3286,TikTok,2614,45,6638.1,1
3380,Facebook,21939,39,5681.42,1
2673,Facebook,19800,42,5452.67,1
4716,Instagram,57440,21,11214.76,1
2699,Facebook,24246,7,5179.85,1
4133,LinkedIn,53805,38,8419.85,1
336,Google,50648,16,2538.92,1
1404,TikTok,57851,28,4703.11,1
3530,Facebook,32688,10,4024.39,0
1401,Facebook,94498,15,3605.51,1
2641,Instagram,30764,31,5272.86,1
2151,Instagram,33470,28,4514.84,1
541,Google,39501,22,1878.96,1
2176,TikTok,58207,31,5343.34,1
3280,Facebook,63157,45,5358.01,1
2757,Google,4216,25,3154.62,0
3898,TikTok,23072,38,7829.51,1
904,Google,94778,37,2911.02,1
174,Facebook,38132,22,1705.32,1
2275,Instagram,18861,7,3563.75,1
4024,Instagram,65186,28,6307.67,1
2189,Instagram,5960,5,4805.12,1
140,LinkedIn,19781,10,962.81,1
2181,Google,32126,23,6308.52,1
4783,Facebook,23578,26,8162.66,1
1722,Google,18883,12,3357.29,1
441,Instagram,30782,9,2125.87,1
4152,Google,57387,13,11476.64,1
2174,TikTok,17979,25,5968.28,1
745,Google,34746,32,2474.17,1
4926,LinkedIn,67266,8,12463.75,1
4363,LinkedIn,1056,28,8284.82,1
709,Instagram,32457,12,1610.59,1
554,Facebook,3243,21,1135.06,1
3053,TikTok,56031,38,6019.35,1
1808,Facebook,2701,24,1723.76,0
3572,Facebook,57381,20,8412.97,1
3069,TikTok,51438,14,7868.53,1
3128,LinkedIn,74839,38,8104.13,1
4897,Instagram,81636,14,8671.21,1
2781,Google,67483,34,7962.34,1
3729,LinkedIn,21505,34,9593.01,1
4325,Instagram,7553,29,9171.08,1
3167,LinkedIn,34525,45,6404.4,1
1486,TikTok,81402,11,5749.28,1
3876,Facebook,97008,24,10298.21,1
2966,TikTok,45348,21,5740.21,1
4888,Google,72187,7,7561.22,1
3463,TikTok,8273,44,4811.63,0
4989,Facebook,65236,40,9935.05,1
4224,LinkedIn,76569,30,6363.09,1
248,Instagram,4535,14,613.16,1
3950,Google,19677,38,6173.48,1
2158,LinkedIn,84024,18,5051.59,1
1236,Instagram,1908,12,1408.93,0
286,Facebook,71153,31,3056.71,1
2954,TikTok,96967,14,9368.14,1
1350,LinkedIn,89989,19,6059.96,1
1433,Instagram,36079,41,2466.64,1
4293,Instagram,82556,26,10420.1,1
4250,TikTok,50323,35,9033.47,1
2811,LinkedIn,46320,6,6958.86,1
4953,LinkedIn,93098,35,16056.28,1
4601,Facebook,90909,18,12616.1,1
1885,LinkedIn,47105,14,6127.83,1
850,TikTok,31164,34,1623.72,1
1862,LinkedIn,2885,40,4438.35,1
4020,Facebook,58819,44,9955.89,1
4560,Instagram,2049,19,5018.92,0
581,LinkedIn,54281,18,3314.53,1
253,TikTok,44271,35,1539.61,1
1624,LinkedIn,67697,33,4011.76,1
2220,Google,67351,31,5950.0,1
2443,Facebook,37534,25,5781.52,1
1340,Instagram,94034,13,4770.56,1
160,Google,59097,24,2048.96,1
1038,TikTok,54813,39,3934.12,1
1739,LinkedIn,26037,19,2717.47,1
4220,Facebook,37007,28,4784.62,0
4326,LinkedIn,80478,20,9251.88,1
3669,LinkedIn,28278,40,9666.59,1
1352,LinkedIn,9272,15,3338.5,1
4303,LinkedIn,58183,12,7800.81,1
271,Facebook,39294,7,2214.62,1
1558,Google,74277,23,5159.04,1
3649,TikTok,63509,45,4536.79,0
4297,Google,5694,7,8743.73,1
2422,Facebook,96842,40,6424.66,1
1736,TikTok,59150,29,5805.51,1
3215,Instagram,68470,40,9040.03,1
4190,Google,22556,15,3971.61,0
3104,Facebook,65471,20,8493.17,1
429,Facebook,50855,21,1710.34,1
3740,Facebook,50086,28,4604.4,0
3994,TikTok,19907,21,9276.92,1
4207,LinkedIn,72695,24,6705.07,1
1441,Instagram,49487,26,2905.55,1
3763,TikTok,30158,10,7355.75,1
315,TikTok,21293,11,577.95,1
438,Google,46761,18,2064.64,1
4162,Instagram,34387,15,4235.71,0
2808,Facebook,41750,16,4398.34,1
3252,TikTok,69602,9,10413.89,1
1850,Instagram,22256,9,2688.02,0
2521,Google,6594,24,6118.11,1
809,LinkedIn,3460,19,1168.49,0
3826,Instagram,73356,30,5793.73,1
3742,Facebook,55698,37,4255.4,0
4093,TikTok,17191,34,5730.76,0
588,LinkedIn,85631,28,2298.18,1
146,Google,11529,27,559.56,1
3459,Facebook,33175,13,7006.68,1
4973,LinkedIn,18675,7,7391.14,0
4906,Google,44158,40,8688.26,1
500,Facebook,47798,11,2699.55,1
4090,TikTok,71910,26,7904.72,1
3257,Google,26976,18,4670.42,0
4445,LinkedIn,64116,33,7508.92,1
490,Facebook,79678,20,2981.79,1
3953,Instagram,63821,38,7559.98,1
4530,Facebook,13204,14,4393.41,0
728,LinkedIn,56665,11,3135.57,1
4332,LinkedIn,8394,29,5860.63,0
3030,Instagram,65814,31,8707.68,1
1621,LinkedIn,34593,19,2221.91,0
926,Facebook,42964,36,2504.45,1
4922,Google,78188,32,9961.98,1
1600,Facebook,54365,13,5692.15,1
3394,LinkedIn,1443,11,3792.03,0
2519,Instagram,90439,20,6615.25,1
1034,Instagram,29180,30,2067.56,1
3142,TikTok,49791,39,6472.82,1
4597,Instagram,87655,21,9251.79,1
1566,Instagram,76899,27,4680.54,1
3661,LinkedIn,44665,12,7471.01,1
714,Google,98077,6,2442.64,1
1282,Google,4465,35,1794.82,0
3323,LinkedIn,69247,36,5194.02,1
2767,Instagram,52559,33,5456.62,1
230,Facebook,26198,7,1258.21,1
3083,Google,55740,12,3943.07,0
4378,LinkedIn,23488,6,8898.55,1
4559,Facebook,39515,35,7840.72,1
138,Instagram,90144,41,4550.5,1
4059,LinkedIn,28898,24,9394.85,1
3687,Google,2919,33,6392.73,1
1020,Facebook,51070,21,3356.5,1
2869,Facebook,63613,14,7130.55,1
4211,Google,97707,45,12720.5,1
592,Facebook,87135,26,2547.74,1
1231,Google,83501,10,4341.84,1
3621,LinkedIn,48003,38,7788.59,1
410,TikTok,49478,35,2769.32,1
838,Instagram,15434,16,1465.53,1
3341,LinkedIn,47246,16,7167.99,1
645,Instagram,37649,20,2553.01,1
2561,Instagram,60030,29,6679.52,1
4446,Google,54061,26,10190.09,1
4954,TikTok,2999,31,4796.06,0
1904,Instagram,15849,28,3867.83,1
3312,Instagram,77439,16,7334.67,1
3910,LinkedIn,53800,22,6052.16,1
913,TikTok,6445,20,2282.58,1
4224,TikTok,19040,8,10541.0,1
2132,Instagram,65315,16,4798.27,1
4672,TikTok,1246,37,4371.34,0
4513,LinkedIn,32153,26,9527.26,1
344,Google,6212,22,690.52,1
4943,Instagram,4339,37,7629.01,1
4892,Facebook,89678,31,13992.52,1
371,Instagram,57238,23,3200.9,1
3611,Instagram,20394,18,6744.56,1
1871,Google,54871,29,3330.38,1
1362,Facebook,78722,38,6081.06,1
2524,Facebook,35607,28,5219.02,1
4461,Facebook,53055,42,10917.23,1
1020,Google,5395,27,1389.32,0
3530,TikTok,16290,9,6409.45,1
4535,Facebook,88687,40,8811.26,1
4584,TikTok,66078,28,11610.12,1
2724,LinkedIn,4691,40,2676.51,0
3860,Google,8470,9,9128.17,1
2150,TikTok,4841,43,3727.04,1
3600,Facebook,64197,10,10894.84,1
1265,Facebook,56773,40,4063.04,1
475,TikTok,18776,8,1746.3,1
2133,TikTok,72596,14,7776.06,1
245,LinkedIn,28584,5,1087.3,1
4488,Google,5300,25,10963.07,1
531,Instagram,4338,44,573.3,0
804,LinkedIn,63601,43,1898.84,1
2732,LinkedIn,6487,41,2583.75,0
4594,LinkedIn,37282,7,6771.55,0
1063,Facebook,96065,35,2442.92,1
2334,TikTok,96798,31,7050.98,1
2141,Google,77816,21,6913.97,1
1928,Facebook,29804,27,3928.33,1
2208,LinkedIn,10915,17,5041.47,1
4168,Google,12158,31,3814.0,0
1038,Facebook,75157,24,3391.99,1
4905,Instagram,11547,17,5786.43,0
906,LinkedIn,89713,28,4879.44,1
1563,Facebook,3459,45,2582.02,1
3515,Facebook,29768,7,8686.31,1
110,LinkedIn,64146,14,2827.83,1
1968,Instagram,51870,5,4204.0,1
4967,TikTok,51460,17,6092.39,0
984,Instagram,83970,18,5803.7,1
3664,LinkedIn,61817,37,8214.54,1
1489,TikTok,39247,6,3590.32,1
3501,Facebook,16419,6,3708.6,0
4421,Instagram,36577,43,11133.94,1
924,Instagram,3921,45,1287.4,0
2365,TikTok,5676,35,3517.93,0
1036,Facebook,86961,8,2431.33,1
2900,Instagram,50684,38,8389.37,1
2653,TikTok,14463,23,3278.3,0
3945,Instagram,26474,41,8738.48,1
1896,Facebook,41935,13,3027.64,1
153,Facebook,68005,28,3176.72,1
826,Google,59596,17,4259.94,1
2836,TikTok,73828,34,5281.54,1
3270,LinkedIn,91945,23,10078.36,1
2013,Instagram,90062,45,7148.14,1
1696,Facebook,56152,14,5697.91,1
2014,Instagram,90001,18,4441.95,1
2566,Instagram,97491,44,8977.82,1
2837,LinkedIn,93321,24,7831.22,1
949,Facebook,87569,8,4868.92,1
2209,Google,73467,42,6036.71,1
102,TikTok,53576,43,809.99,1
4355,Instagram,67627,9,11123.29,1
4169,LinkedIn,26772,36,7335.46,1
4976,LinkedIn,17363,10,7810.93,1
992,TikTok,29490,18,2859.15,1
2130,TikTok,60004,10,6640.1,1
3260,Facebook,54806,18,7111.71,1
2476,Instagram,1260,16,5479.13,1
4775,Instagram,76992,31,7639.73,1
2033,TikTok,23320,30,4014.49,1
1480,Google,79971,16,2948.5,1
3781,Instagram,43145,12,5581.04,0
1390,LinkedIn,64688,14,3320.27,1
1740,TikTok,49581,20,6242.48,1
2782,Instagram,93561,30,8257.82,1
1087,Facebook,94645,12,2713.3,1
1318,TikTok,21754,45,2601.56,1
1455,LinkedIn,70837,33,6175.82,1
4365,Facebook,8207,24,6365.0,0
4716,TikTok,28920,21,8708.24,1
4235,TikTok,88739,23,6789.22,1
1660,Instagram,88081,21,6671.78,1
1518,Facebook,25016,43,3849.94,1
1054,TikTok,97634,5,4330.39,1
1083,LinkedIn,61522,33,2181.14,1
1074,Facebook,75092,18,6241.05,1
4233,Instagram,55068,21,5673.28,0
4072,Google,21102,17,4091.44,0
1013,TikTok,2924,33,2054.45,1
4649,Google,86015,38,13407.25,1
136,TikTok,55333,31,2238.18,1
3487,Instagram,85458,37,7807.92,1
1811,Instagram,85196,33,4528.83,1
3120,Instagram,47099,41,8853.11,1
895,Instagram,58346,43,4199.35,1
4136,Facebook,76481,23,6222.83,1
4788,Facebook,51062,28,6409.89,0
3211,TikTok,1306,18,5700.22,1
1424,Facebook,89495,41,4471.64,1
417,TikTok,70767,9,2165.97,1
2496,Facebook,13207,28,5974.68,1
2262,Facebook,40426,38,3797.96,1
2845,Facebook,7336,35,6676.98,1
1691,LinkedIn,76166,34,6122.54,1
3211,Instagram,18256,13,5422.89,1
4030,LinkedIn,50817,31,9878.44,1
2096,Facebook,34719,32,3427.22,1
1412,Facebook,43017,30,2285.03,1
1385,LinkedIn,46704,22,3663.52,1
4411,TikTok,31013,40,8317.3,1
2483,Instagram,80991,12,7841.37,1
3339,TikTok,71258,22,5880.78,1
2239,Instagram,79348,24,5547.68,1
1804,Google,96812,36,3621.85,1
462,Instagram,37776,33,2112.43,1
2704,TikTok,11060,22,6900.23,1
1816,Instagram,79592,11,4203.02,1
4551,Google,7655,5,7955.72,1
4386,Google,89110,32,11146.01,1
3838,Facebook,50923,37,9313.17,1
2569,Google,79563,8,5396.49,1
4895,LinkedIn,5030,24,9161.8,1
656,TikTok,90779,40,5432.57,1
925,LinkedIn,34289,35,2564.53,1
2908,LinkedIn,20739,42,7560.47,1
4621,TikTok,62687,32,11282.54,1
2819,LinkedIn,37491,7,5899.38,1
3608,LinkedIn,96549,10,9863.59,1
3841,LinkedIn,73115,27,9055.25,1
1674,Google,84778,11,6298.04,1
4098,TikTok,5781,40,4692.19,0
2229,TikTok,21448,5,4969.02,1
2503,TikTok,52550,10,3343.14,0
3429,LinkedIn,50294,28,5906.07,1
688,Google,22446,41,2256.73,1
2112,TikTok,77579,40,6910.54,1
1647,Instagram,86389,28,5615.56,1
